transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id
1,26,Jones-Gonzalez,2025-04-01 01:14:31,341.12,"7149 Richard Roads, Schenectady, NY 19927",p2p_transfer,
2,4,Hicks-Martinez,2025-04-01 01:47:44,-171.25,"9036 Jimenez Freeway, Danielland, IL 69303",refund,
3,27,Thomas-Rodriguez,2025-04-01 01:52:16,171.35,"3087 Richard Light, Cheektowaga, NY 18302",wire_transfer,
4,33,Castillo-Anderson,2025-04-01 02:00:58,-221.61,"508 Savage Wall, Utica, NY 17434",refund,
5,53,"Morrow, Shannon and Thornton",2025-04-01 02:01:13,-486.82,"222 English Glens, Schenectady, NY 10497",refund,
6,52,"Thompson, May and Williams",2025-04-01 02:17:00,228.85,"513 Michele Fords, Utica, NY 16509",bill_payment,
7,30,"Wong, Lewis and Arias",2025-04-01 02:41:55,198.56,"6995 Mary Ville, Mayerburgh, IL 69342",p2p_transfer,
8,34,"Hansen, Mccann and Davies",2025-04-01 03:03:41,279.22,"341 Steven Highway, Staten Island, NY 13075",wire_transfer,
9,50,"Cook, Munoz and Osborne",2025-04-01 03:10:51,-245.98,"6852 Brown Oval, Schenectady, NY 12073",refund,
10,33,"Smith, Frazier and Miller",2025-04-01 03:38:28,127.36,"9965 Stevenson Crossroad, Brooklyn, NY 12436",purchase,
11,45,Little-Hernandez,2025-04-01 04:03:33,10.61,"1598 Taylor Mountains, Troy, NY 10141",purchase,
12,44,Smith-Black,2025-04-01 04:08:30,206.82,"8884 Michelle Mill, Youngshire, FL 30135",p2p_transfer,
13,9,Wagner-Hall,2025-04-01 04:35:11,69.7,"975 Duncan Union, Bronx, NY 16571",p2p_transfer,
14,26,"Moore, Rosales and Green",2025-04-01 04:42:30,105.34,"6077 Duke Ville, Buffalo, NY 11797",atm_withdrawal,
15,22,"White, Bradford and Greene",2025-04-01 04:48:34,-195.86,"1671 Abigail Plaza, Syracuse, NY 19973",refund,
16,37,Williams Inc,2025-04-01 04:49:07,400.14,"9632 Kirk Oval, Albany, NY 10437",wire_transfer,
17,13,Howard-Gonzalez,2025-04-01 04:50:54,386.71,"7785 Reese Plain, Staten Island, NY 13127",bill_payment,
18,24,Martinez-Bell,2025-04-01 05:01:56,-419.17,"9393 Ryan Parkways, Niagara Falls, NY 13260",refund,
19,45,"Lopez, Davis and Snyder",2025-04-01 05:03:53,73.0,"8126 Christopher Lights, North Jonathanport, CA 95001",atm_withdrawal,
20,45,Irwin PLC,2025-04-01 05:15:06,127.12,"6184 Lauren Grove, Staten Island, NY 16299",atm_withdrawal,
21,19,"Villarreal, Patterson and Taylor",2025-04-01 05:37:33,134.0,"7299 Brooks Cove, Rochester, NY 13628",bill_payment,
22,31,Price-Cruz,2025-04-01 05:38:59,48.18,"6718 Leah Islands, Staten Island, NY 12132",purchase,
23,41,Moore-Barnes,2025-04-01 06:04:54,390.29,"2288 Ryan Park, Bronx, NY 13092",p2p_transfer,
24,58,Wagner-Reed,2025-04-01 06:11:06,23.22,"6953 Brooke Rest, Staten Island, NY 19392",atm_withdrawal,
25,41,Hunter Group,2025-04-01 06:11:35,194.76,"2696 Hannah Springs, Yonkers, NY 13285",p2p_transfer,
26,4,"Lopez, Anderson and Riley",2025-04-01 07:18:29,-196.07,"9315 Curtis Land, Staten Island, NY 14740",refund,
27,33,Gomez-Hill,2025-04-01 07:41:02,486.48,"5243 Galloway Shore, Syracuse, NY 17597",bill_payment,
28,43,"King, Bryant and Mendez",2025-04-01 07:52:19,-402.82,"6575 Erin Squares, West Summerstad, MA 05998",refund,
29,5,Knight and Sons,2025-04-01 08:03:55,188.68,"9696 Hubbard Path, New York, NY 11856",wire_transfer,
30,27,Mitchell-Harding,2025-04-01 08:05:27,100.66,"6638 George Hills, White Plains, NY 14136",wire_transfer,
31,32,"Burke, Stone and Gonzalez",2025-04-01 08:35:24,349.5,"669 Diane Inlet, Albany, NY 11154",wire_transfer,
32,22,Ingram-Turner,2025-04-01 08:51:01,249.38,"3939 Antonio Fords, Rochester, NY 10558",purchase,
33,28,Clark-Carter,2025-04-01 08:57:05,280.65,"7982 Wendy Grove, Utica, NY 13901",wire_transfer,
34,55,Compton and Sons,2025-04-01 08:59:29,159.44,"3537 Lane Expressway, Yonkers, NY 13304",purchase,
35,30,"Gomez, Stevens and Rodriguez",2025-04-01 09:10:20,159.99,"5763 Roy Avenue, Staten Island, NY 17848",atm_withdrawal,
36,40,"Gray, Ho and Barnett",2025-04-01 09:25:10,20.61,"4239 Welch Road, Brooklyn, NY 14987",atm_withdrawal,
37,10,King Inc,2025-04-01 09:26:24,205.2,"3313 Jeffrey Greens, Yonkers, NY 11966",bill_payment,
38,34,Blake PLC,2025-04-01 09:55:58,-283.59,"1705 Baker Forks, New York, NY 17358",refund,
39,54,"West, Davis and Rubio",2025-04-01 10:03:03,-145.11,"9529 Margaret Mission, Brooklyn, NY 18260",refund,
40,42,Villegas-Ross,2025-04-01 10:03:28,126.76,"2428 Dennis Mall, Utica, NY 18432",purchase,
41,33,"Clark, Ball and Price",2025-04-01 10:14:39,436.1,"5871 Ryan Curve, Staten Island, NY 10314",p2p_transfer,
42,26,Snow PLC,2025-04-01 10:16:26,64.77,"5575 Johnston Village, Cheektowaga, NY 12197",bill_payment,
43,14,Hicks Ltd,2025-04-01 10:38:03,49.22,"9246 Richard Loaf, Niagara Falls, NY 10393",atm_withdrawal,
44,12,Shaffer LLC,2025-04-01 10:39:42,162.93,"5110 Curtis Course, Ithaca, NY 14489",bill_payment,
45,18,Russell PLC,2025-04-01 10:43:33,309.84,"1037 David Locks, Yonkers, NY 16458",bill_payment,
46,23,Garza-Cummings,2025-04-01 10:46:09,140.52,"9419 Jonathan Locks, Syracuse, NY 16127",purchase,
47,4,Thomas-Decker,2025-04-01 10:49:02,223.94,"2439 Webb Islands, White Plains, NY 17240",wire_transfer,
48,21,Tyler LLC,2025-04-01 11:06:39,-98.12,"8524 Smith Lock, Yonkers, NY 14097",refund,
49,17,"Cox, Hernandez and White",2025-04-01 11:20:15,137.33,"1296 Wells Island, Binghamton, NY 15404",bill_payment,
50,29,Curry Inc,2025-04-01 11:20:45,16.89,"6514 Jeffrey Shoal, Niagara Falls, NY 19170",purchase,
51,29,Bauer-Stevens,2025-04-01 11:36:36,117.98,"9953 Davis Village, Bronx, NY 10648",atm_withdrawal,
52,13,Gross Inc,2025-04-01 12:20:38,245.7,"7676 Jenkins Terrace, Queens, NY 15946",bill_payment,
53,10,"White, Hunt and Anderson",2025-04-01 12:25:42,380.98,"1157 Yoder Field, White Plains, NY 13797",bill_payment,
54,50,Copeland-Delacruz,2025-04-01 12:44:11,353.19,"9947 Brian Fields, Schenectady, NY 14046",p2p_transfer,
55,10,Murray-Taylor,2025-04-01 12:54:41,-336.03,"3920 Johnson Springs, Brooklyn, NY 10552",refund,
56,43,Larsen Group,2025-04-01 12:55:29,275.93,"6847 Long Coves, Bronx, NY 13145",wire_transfer,
57,4,"Savage, Miller and Johnson",2025-04-01 13:34:24,-94.66,"7075 Pacheco Hills, Yonkers, NY 13778",refund,
58,33,"Davis, Jones and Mcdaniel",2025-04-01 13:44:15,-158.58,"6540 Young Drive, Staten Island, NY 14801",refund,
59,33,Coleman Ltd,2025-04-01 13:46:07,422.62,"7158 Carroll Harbors, Binghamton, NY 13858",bill_payment,
60,13,Hanson-Parker,2025-04-01 13:48:05,-412.03,"2668 Dean Harbor, White Plains, NY 10852",refund,
61,26,Rivera PLC,2025-04-01 13:50:03,53.74,"2002 Ali Fields, Ithaca, NY 17681",wire_transfer,
62,26,Mason and Sons,2025-04-01 13:54:11,157.17,"5297 Sarah Neck, Brooklyn, NY 15336",atm_withdrawal,
63,47,Davis-Roberts,2025-04-01 13:57:37,771.15,"7469 Ortega Locks, Albany, NY 18465",atm_withdrawal,
64,19,Anderson and Sons,2025-04-01 14:00:20,404.02,"5823 Justin Estates, Yonkers, NY 16631",wire_transfer,
65,12,Garza-Hernandez,2025-04-01 14:11:34,3261.9,"7838 Conway Mountain, Binghamton, NY 18191",bill_payment,
66,21,Wilson and Sons,2025-04-01 14:14:46,394.42,"9163 Hill Estate, Ithaca, NY 19096",p2p_transfer,
67,17,George-Garcia,2025-04-01 14:32:08,445.52,"6931 Fisher Drives, New York, NY 17244",bill_payment,
68,13,Gomez-Roberts,2025-04-01 14:36:28,-75.95,"3674 Walter River, Rochester, NY 12883",refund,
69,44,"Anderson, Perez and Massey",2025-04-01 14:43:37,229.21,"8161 Lauren Groves, North Peter, FL 36599",bill_payment,
70,38,York and Sons,2025-04-01 14:52:16,182.87,"6643 Brent Ports, Syracuse, NY 14636",p2p_transfer,
71,7,Mcmillan-Miller,2025-04-01 15:05:57,359.68,"3596 Tammy Mews, Staten Island, NY 12761",bill_payment,
72,28,Carr-Hines,2025-04-01 15:11:44,435.94,"3562 Jenkins Mall, Cheektowaga, NY 16133",p2p_transfer,
73,25,Johnson-Davenport,2025-04-01 15:23:46,198.99,"7642 Jackson Centers, Cheektowaga, NY 12640",wire_transfer,
74,32,Andrews-Bond,2025-04-01 15:26:13,70.75,"9016 Kimberly Trafficway, Bronx, NY 17508",atm_withdrawal,
75,57,Brown-Hamilton,2025-04-01 16:09:51,114.29,"8210 Peterson Key, Christiantown, PA 19986",purchase,
76,1,"Graham, Munoz and Davis",2025-04-01 16:27:17,178.14,"520 Mark Drive, New York, NY 17931",atm_withdrawal,
77,3,Smith and Sons,2025-04-01 16:34:28,161.0,"1976 Yoder Locks, Schenectady, NY 15151",atm_withdrawal,
78,28,"Smith, Nguyen and White",2025-04-01 16:47:24,204.68,"8547 Keith Court, Bronx, NY 11162",wire_transfer,
79,58,Marshall-Hawkins,2025-04-01 16:53:49,-99.26,"7709 Clarke Fort, Troy, NY 13624",refund,
80,30,Schneider PLC,2025-04-01 16:55:28,140.81,"1436 Buchanan Hollow, Lake Robert, TX 72575",p2p_transfer,
81,29,Carr LLC,2025-04-01 17:00:16,-153.05,"7457 Valenzuela Crossroad, East Jacquelineshire, NJ 02861",refund,
82,34,Snow PLC,2025-04-01 17:04:23,214.58,"662 Ortiz Alley, Troy, NY 17178",wire_transfer,
83,50,Jenkins Group,2025-04-01 17:26:26,337.67,"3832 Garcia View, Cheektowaga, NY 18447",p2p_transfer,
84,28,Romero-Stephens,2025-04-01 17:40:34,199.37,"3721 Benson Stream, Utica, NY 13007",atm_withdrawal,
85,13,"Perry, Jones and Wright",2025-04-01 17:56:17,325.36,"9541 Melissa Motorway, Albany, NY 17671",bill_payment,
86,21,Barrett PLC,2025-04-01 17:58:46,-200.57,"3560 Michael View, Syracuse, NY 15757",refund,
87,29,"Black, Johns and Patrick",2025-04-01 18:22:55,7474.05,"7847 Garcia Pike, Bronx, NY 13888",p2p_transfer,
88,50,Blanchard Inc,2025-04-01 18:33:43,-53.22,"2225 Moon Pine, Valenciaton, VT 06361",refund,
89,12,Middleton-Bell,2025-04-01 18:34:28,-424.47,"6630 Kimberly Lake, Schenectady, NY 16275",refund,
90,7,"Shelton, Hill and Cox",2025-04-01 18:38:36,54.8,"9136 Kayla Overpass, Yonkers, NY 11783",atm_withdrawal,
91,55,Frazier-Hanson,2025-04-01 18:45:58,200.82,"3386 Gray Divide, Staten Island, NY 12178",p2p_transfer,
92,26,Carr-Murray,2025-04-01 18:55:24,226.23,"4738 Roger Loop, Niagara Falls, NY 18124",wire_transfer,
93,5,"Orozco, Brooks and Chung",2025-04-01 18:57:00,404.66,"1623 Stanley Square, Ithaca, NY 19629",bill_payment,
94,43,Myers-James,2025-04-01 19:23:34,-171.73,"1170 Brandon Shoal, Brooklyn, NY 12249",refund,
95,12,May Inc,2025-04-01 19:35:31,33.1,"5177 Smith Ports, Utica, NY 10108",atm_withdrawal,
96,42,Brennan LLC,2025-04-01 19:53:29,303.05,"4482 Beasley Locks, Albany, NY 10145",p2p_transfer,
97,32,Wiggins and Sons,2025-04-01 20:09:38,318.04,"3898 William Keys, White Plains, NY 18316",bill_payment,
98,33,Goodwin Group,2025-04-01 20:13:17,97.84,"262 John Mills, Yonkers, NY 13630",atm_withdrawal,
99,39,Weaver-Brown,2025-04-01 20:18:53,473.95,"6131 Tiffany Roads, Bronx, NY 17391",p2p_transfer,
100,35,Mcgee-George,2025-04-01 20:33:15,65.58,"2874 Whitney Junction, Syracuse, NY 12076",p2p_transfer,
101,10,Ramsey and Sons,2025-04-01 20:39:41,-351.84,"7468 Jared Club, Binghamton, NY 15141",refund,
102,9,Weber-Hawkins,2025-04-01 20:41:58,122.68,"5961 Justin View, Annaport, TX 70253",atm_withdrawal,
103,10,"Smith, Lopez and Lane",2025-04-01 20:50:11,151.33,"3855 Kristina Lock, Ithaca, NY 12632",wire_transfer,
104,51,Stanton LLC,2025-04-01 20:59:20,183.08,"4084 Joseph Shore, Buffalo, NY 17867",atm_withdrawal,
105,33,Frederick-Cuevas,2025-04-01 21:18:25,317.24,"5262 Zachary Divide, White Plains, NY 16735",p2p_transfer,
106,25,Myers-Thompson,2025-04-01 21:21:12,65.29,"2209 Christine Road, Utica, NY 14636",atm_withdrawal,
107,24,Gonzalez LLC,2025-04-01 21:24:21,1315.65,"8542 Antonio Grove, Staten Island, NY 16686",purchase,
108,18,"Hunt, Flores and Cruz",2025-04-01 21:34:12,93.25,"3189 Kathleen Parkway, Rochester, NY 12851",p2p_transfer,
109,36,Leonard-Edwards,2025-04-01 21:45:15,215.3,"3070 Jeffrey Rue, Yonkers, NY 18421",bill_payment,
110,28,"Williams, Andrade and Anderson",2025-04-01 21:54:53,201.36,"3825 Wells Plains, Cheektowaga, NY 13766",bill_payment,
111,58,Robinson Group,2025-04-01 22:05:56,264.43,"5810 Gregory Stravenue, Syracuse, NY 18881",purchase,
112,13,Young-Wilson,2025-04-01 22:31:11,46.7,"6666 Gregory Shoal, Buffalo, NY 11554",atm_withdrawal,
113,46,"James, Gonzalez and Dunn",2025-04-01 22:35:56,-375.49,"6685 Robinson Views, Cheektowaga, NY 19358",refund,
114,14,Cox Group,2025-04-01 22:41:22,477.71,"4125 Johnson Branch, Syracuse, NY 12790",wire_transfer,
115,4,"Rodriguez, Nelson and Moore",2025-04-01 22:46:31,348.57,"2137 Krueger Island, Utica, NY 16162",p2p_transfer,
116,55,Mejia-Cook,2025-04-01 22:48:39,-302.56,"5130 Adams Valley, White Plains, NY 16828",refund,
117,4,"Molina, Sparks and West",2025-04-01 22:50:56,378.18,"9439 Nancy Lake, Queens, NY 19453",wire_transfer,
118,11,"Fields, Butler and Brown",2025-04-01 22:54:03,442.49,"9376 Eaton Ville, Cheektowaga, NY 15810",wire_transfer,
119,3,Larsen PLC,2025-04-01 23:01:03,35.45,"5856 Banks Ville, Port Michael, IL 60623",purchase,
120,15,"Gibson, Boyd and Powell",2025-04-01 23:02:03,64.56,"4841 White Fields, Utica, NY 13740",purchase,
121,37,"Bennett, Jordan and Morris",2025-04-01 23:38:10,116.82,"1914 Jonathan Village, Rochester, NY 13773",atm_withdrawal,
122,22,Scott Group,2025-04-01 23:55:57,259.9,"9854 Thompson Crossroad, Fisherfurt, VT 01531",p2p_transfer,
123,37,Holmes-Miller,2025-04-02 02:21:12,3748.2,"2309 Jennifer Rest, Ithaca, NY 19683",bill_payment,
124,14,"Jordan, Wilson and Hunter",2025-04-02 02:27:27,408.41,"1158 Schneider Glen, Buffalo, NY 19745",wire_transfer,
125,14,Irwin LLC,2025-04-02 02:27:56,85.15,"2419 Daniels Station, Albany, NY 15972",bill_payment,
126,14,"Murray, Bentley and Bradford",2025-04-02 02:46:58,307.7,"3119 Carla Extensions, Staten Island, NY 18616",p2p_transfer,
127,5,Jackson Inc,2025-04-02 02:56:55,280.49,"6854 James Green, Utica, NY 15497",wire_transfer,
128,48,Pena Inc,2025-04-02 03:13:18,403.39,"4650 Kane Parkways, Niagara Falls, NY 12656",bill_payment,
129,25,Cobb-Brown,2025-04-02 03:20:05,139.87,"7720 Deborah Square, Rochester, NY 11282",p2p_transfer,
130,47,Schneider-Irwin,2025-04-02 03:23:21,237.01,"6994 Megan Road, New York, NY 12969",purchase,
131,51,Green-Wilson,2025-04-02 04:20:14,136.91,"7779 Craig Crescent, Niagara Falls, NY 17231",p2p_transfer,
132,34,Avila Inc,2025-04-02 04:33:47,108.31,"3473 Maria Tunnel, New York, NY 14463",p2p_transfer,
133,58,Wilkinson Inc,2025-04-02 04:44:50,455.3,"7647 Alyssa Centers, Ithaca, NY 16234",p2p_transfer,
134,42,Meyers-Jones,2025-04-02 04:45:24,130.09,"4284 Amber Squares, New York, NY 14660",atm_withdrawal,
135,45,Harrington PLC,2025-04-02 04:54:49,103.13,"4585 Howell River, Rochester, NY 14008",bill_payment,
136,38,Barron-Wilson,2025-04-02 05:05:28,52.11,"7494 Ethan Oval, Albany, NY 13795",atm_withdrawal,
137,45,"Stewart, Curry and Roach",2025-04-02 05:10:18,75.92,"7586 Rodriguez Trail, Utica, NY 16366",purchase,
138,1,"Neal, Stewart and Spence",2025-04-02 05:33:38,145.62,"4372 Paul Underpass, Rochester, NY 17641",p2p_transfer,
139,4,Williams PLC,2025-04-02 05:57:33,179.96,"5585 Hamilton Points, Binghamton, NY 16007",bill_payment,
140,28,Cox Group,2025-04-02 06:10:09,159.35,"8554 Vance Junction, Staten Island, NY 12315",bill_payment,
141,19,Shelton-Hood,2025-04-02 06:29:20,451.51,"4916 Lewis Stream, Schenectady, NY 13767",wire_transfer,
142,50,"White, Arias and Mathews",2025-04-02 06:54:59,244.89,"7488 Williams Trafficway, Binghamton, NY 11465",bill_payment,
143,42,Wright-Hardy,2025-04-02 07:10:25,250.67,"7998 Natalie Manors, Queens, NY 13899",purchase,
144,49,"Melendez, Morrow and Brown",2025-04-02 07:15:11,341.34,"5254 Alexander Village, Utica, NY 18637",wire_transfer,
145,13,"Johnson, Stewart and Allison",2025-04-02 07:43:59,210.68,"5885 Sherri Views, South Douglas, CT 07847",purchase,
146,39,"Hanson, Pierce and Fox",2025-04-02 07:45:26,104.5,"2227 Nguyen Skyway, Albany, NY 16972",purchase,
147,16,"Frazier, Miller and Baker",2025-04-02 08:04:32,83.17,"2463 Buchanan Mountain, Rochester, NY 13121",p2p_transfer,
148,44,Jensen LLC,2025-04-02 08:06:43,80.48,"2667 Mcintosh Gardens, Utica, NY 17037",atm_withdrawal,
149,28,"Tapia, Walsh and Morton",2025-04-02 08:26:54,26.28,"3489 Saunders Vista, Christopherview, PA 19999",atm_withdrawal,
150,26,Bauer Ltd,2025-04-02 08:45:24,392.73,"1360 Harper Ways, Niagara Falls, NY 17435",wire_transfer,
151,50,Stewart-Gonzalez,2025-04-02 08:54:57,260.48,"5090 Walker Courts, Staten Island, NY 13220",bill_payment,
152,60,Smith Group,2025-04-02 09:03:57,199.89,"9891 Kelli Lakes, New Kelly, IL 61335",atm_withdrawal,
153,51,"Fisher, Davis and Wells",2025-04-02 09:07:04,-286.74,"1222 Chapman Vista, Ithaca, NY 11979",refund,
154,22,Anderson LLC,2025-04-02 09:11:52,76.25,"7148 Dawson Cape, Lake Craigberg, CA 93380",p2p_transfer,
155,9,Gray-Brooks,2025-04-02 09:51:08,-25.74,"9915 Zamora Roads, Syracuse, NY 10930",refund,
156,18,Price-Espinoza,2025-04-02 10:08:15,18.08,"4411 Young Roads, Yonkers, NY 14231",purchase,
157,38,"Gibbs, Harrison and Bailey",2025-04-02 11:11:43,112.37,"1420 Shannon Court, White Plains, NY 14512",atm_withdrawal,
158,44,West-Young,2025-04-02 11:19:40,494.39,"5120 Miller Drive, Queens, NY 15396",wire_transfer,
159,55,Roman Ltd,2025-04-02 11:31:30,-35.42,"6464 Jerry Heights, Staten Island, NY 13363",refund,
160,13,Warren-Howell,2025-04-02 12:25:22,142.95,"4490 Yates Field, New York, NY 16697",atm_withdrawal,
161,4,"Le, Walter and Hall",2025-04-02 12:27:59,99.68,"2126 Michael Forks, Brooklyn, NY 12411",p2p_transfer,
162,23,"Long, Robertson and Noble",2025-04-02 12:33:20,108.78,"7177 Sanders Crossing, Rochester, NY 16536",p2p_transfer,
163,25,Clark PLC,2025-04-02 12:40:03,-260.73,"2712 Graham Square, Bronx, NY 13246",refund,
164,17,"Taylor, Sullivan and Green",2025-04-02 12:40:31,324.83,"2962 John Drive, Buffalo, NY 10658",wire_transfer,
165,60,Trevino-Williams,2025-04-02 12:50:51,5562.45,"9294 Mckee Streets, Albany, NY 18535",wire_transfer,
166,44,Brown Inc,2025-04-02 13:06:15,76.07,"248 Kaitlyn Roads, Niagara Falls, NY 19460",atm_withdrawal,
167,4,"Franco, Nguyen and Galloway",2025-04-02 13:30:19,-113.35,"682 Tiffany Terrace, Staten Island, NY 10669",refund,
168,10,Zimmerman-Martin,2025-04-02 13:41:20,490.44,"9712 Susan Cliffs, Buffalo, NY 14623",p2p_transfer,
169,17,Brooks Inc,2025-04-02 14:20:23,-376.0,"1493 Laura Squares, Binghamton, NY 14416",refund,
170,55,Brown-Velasquez,2025-04-02 14:26:37,397.82,"5662 Gilmore Lodge, South Dalestad, IL 61395",p2p_transfer,
171,25,Sullivan PLC,2025-04-02 15:04:13,-451.06,"7409 Edwards Port, New York, NY 16861",refund,
172,35,"Stanley, Hill and Reed",2025-04-02 15:04:40,374.48,"73 David Summit, Syracuse, NY 12544",bill_payment,
173,47,"Sloan, Jones and Bryan",2025-04-02 15:12:59,116.36,"1234 Theresa Trafficway, Albany, NY 12512",atm_withdrawal,
174,7,Moreno-Cole,2025-04-02 15:17:23,93.11,"4666 James Estate, Yonkers, NY 15535",atm_withdrawal,
175,1,Weber Inc,2025-04-02 15:51:32,2339.7,"4295 Samuel Crossing, Yonkers, NY 12165",atm_withdrawal,
176,25,"Gross, Nelson and Gonzalez",2025-04-02 16:16:14,433.62,"8851 Alvarez Locks, Bronx, NY 17231",p2p_transfer,
177,21,Dennis and Sons,2025-04-02 16:21:54,95.96,"6492 Cherry Crest, Binghamton, NY 19335",purchase,
178,33,Jones-Gross,2025-04-02 16:34:25,9.43,"4563 Burnett Shore, New York, NY 18482",purchase,
179,55,"Meyer, Day and Thompson",2025-04-02 17:17:11,284.27,"7431 Paige Forks, Bronx, NY 13395",purchase,
180,40,Black and Sons,2025-04-02 17:29:40,1698.75,"5704 Webb Mountains, Syracuse, NY 19302",atm_withdrawal,
181,21,Lee-Brown,2025-04-02 18:20:33,252.78,"6641 Brett Forest, Cheektowaga, NY 10553",wire_transfer,
182,52,Ferrell-Horne,2025-04-02 18:29:51,330.27,"3258 Lawrence Lake, Niagara Falls, NY 10449",wire_transfer,
183,8,Morris-Shelton,2025-04-02 18:39:57,105.33,"6948 Smith Spur, Rochester, NY 19064",purchase,
184,44,Moore PLC,2025-04-02 19:34:22,349.03,"6006 Katelyn Crest, Troy, NY 11047",bill_payment,
185,58,West-Nelson,2025-04-02 20:01:35,71.97,"5019 Aaron Camp, Syracuse, NY 19059",p2p_transfer,
186,41,Ruiz-Hebert,2025-04-02 20:20:12,426.98,"781 Reid Motorway, Rochester, NY 15492",bill_payment,
187,31,Simmons-Nguyen,2025-04-02 20:25:08,-283.62,"1684 Tina Meadow, Cheektowaga, NY 16467",refund,
188,59,Vance and Sons,2025-04-02 20:36:33,262.84,"7035 Morrison Knolls, Troy, NY 12506",p2p_transfer,
189,60,"Campos, Smith and Washington",2025-04-02 20:53:01,244.27,"6108 Diana Mills, Buffalo, NY 10629",p2p_transfer,
190,18,Moran-Hayes,2025-04-02 21:28:44,-183.16,"9761 Williams Plains, Cheektowaga, NY 10025",refund,
191,22,White-Jenkins,2025-04-02 21:55:04,164.52,"6318 Valerie Neck, Albany, NY 17904",atm_withdrawal,
192,18,"Anderson, Harris and Thomas",2025-04-02 22:16:05,-69.42,"1130 David Pass, Albany, NY 17977",refund,
193,60,"Green, Hartman and Williams",2025-04-02 22:29:57,340.86,"1787 Adams Rue, Roseborough, FL 32586",p2p_transfer,
194,35,"Kelley, Maynard and Moreno",2025-04-02 22:39:10,60.39,"8606 Manning Orchard, East Candice, CA 96553",purchase,
195,53,"Ortiz, Holland and Branch",2025-04-02 23:45:05,185.92,"5459 Daisy Center, Queens, NY 18185",bill_payment,
196,27,"Ellis, Donovan and West",2025-04-02 23:50:18,229.85,"3135 Cabrera Neck, Niagara Falls, NY 13060",p2p_transfer,
197,14,"Church, Chase and Olson",2025-04-03 01:00:39,28.54,"7361 Jose Spur, Cheektowaga, NY 10753",atm_withdrawal,
198,7,Williams Group,2025-04-03 01:03:58,199.71,"5993 Smith Path, Albany, NY 12715",atm_withdrawal,
199,32,Boyer and Sons,2025-04-03 01:05:03,180.22,"1155 Alvarado Forks, Utica, NY 18072",p2p_transfer,
200,8,Jenkins Group,2025-04-03 01:12:51,175.18,"9439 Snyder Bypass, New York, NY 18524",atm_withdrawal,
